-8	0
-7.8328	0
-7.6656	0
-7.4984	0
-7.3312	0
-7.164	0
-6.9968	0
-6.8296	0
-6.66241	0
-6.49521	0
-6.32801	0
-6.16081	0
-5.99361	0
-5.82641	0
-5.65921	0
-5.49201	0
-5.32481	0
-5.15761	0
-4.99041	0
-4.82321	0
-4.65601	0
-4.48881	0
-4.32162	0
-4.15442	0
-3.98722	0
-3.82002	0
-3.65282	0
-3.48562	0
-3.31842	0
-3.15122	0
-2.98402	0
-2.81682	0
-2.64962	0
-2.48242	0
-2.31522	0
-2.14802	0
-1.98083	0
-1.81363	0
-1.64643	0
-1.47923	0
-1.31203	0
-1.14483	0
-0.97763	2.48872e-28
-0.81043	2.48872e-28
-0.64323	2.48871e-28
-0.47603	2.48871e-28
-0.30883	2.4887e-28
-0.14163	2.4887e-28
0.02557	2.48869e-28
0.19277	2.48869e-28
0.35996	2.48868e-28
0.52716	2.48868e-28
0.69436	2.48867e-28
0.86156	2.48867e-28
1.02876	2.48866e-28
1.19596	2.48866e-28
1.36316	2.48865e-28
1.53036	2.48865e-28
1.69756	2.48864e-28
1.86476	2.48864e-28
2.03196	2.48863e-28
2.19916	2.48863e-28
2.36636	2.48862e-28
2.53356	2.48862e-28
2.70076	2.48861e-28
2.86795	2.48861e-28
3.03515	2.4886e-28
3.20235	2.4886e-28
3.36955	2.48859e-28
3.53675	2.48859e-28
3.70395	2.48858e-28
3.87115	2.48858e-28
4.03835	2.48857e-28
4.20555	2.48857e-28
4.37275	2.48856e-28
4.53995	2.48856e-28
4.70715	2.48855e-28
4.87435	2.48855e-28
5.04155	2.48854e-28
5.20874	2.48854e-28
5.37594	2.48853e-28
5.54314	2.48853e-28
5.71034	2.48852e-28
5.87754	2.48852e-28
6.04474	2.48851e-28
6.21194	2.4885e-28
6.37914	2.4885e-28
6.54634	2.48849e-28
6.71354	2.48849e-28
6.88074	2.48848e-28
7.04794	2.48848e-28
7.21514	2.48847e-28
7.38234	2.48847e-28
7.54953	2.48846e-28
7.71673	2.48845e-28
7.88393	2.48845e-28
8.05113	2.48844e-28
8.21833	2.48844e-28
8.38553	2.48843e-28
8.55273	2.48842e-28
8.71993	2.48842e-28
8.88713	2.48841e-28
9.05433	2.48841e-28
9.22153	2.4884e-28
9.38873	2.48839e-28
9.55593	2.48839e-28
9.72313	2.48838e-28
9.89032	2.48838e-28
10.0575	2.48837e-28
10.2247	2.48836e-28
10.3919	2.48836e-28
10.5591	2.48835e-28
10.7263	2.48835e-28
10.8935	2.48834e-28
11.0607	2.48833e-28
11.2279	2.48833e-28
11.3951	2.48832e-28
11.5623	2.48831e-28
11.7295	2.48831e-28
11.8967	2.4883e-28
12.0639	2.4883e-28
12.2311	2.48829e-28
12.3983	2.48828e-28
12.5655	2.48828e-28
12.7327	2.48827e-28
12.8999	2.48826e-28
13.0671	2.48826e-28
13.2343	2.48825e-28
13.4015	2.48824e-28
13.5687	2.48824e-28
13.7359	2.48823e-28
13.9031	2.48822e-28
14.0703	2.48822e-28
14.2375	2.48821e-28
14.4047	2.4882e-28
14.5719	2.4882e-28
14.7391	2.48819e-28
14.9063	2.48818e-28
15.0735	2.48817e-28
15.2407	2.48817e-28
15.4079	2.48816e-28
15.5751	2.48815e-28
15.7423	2.48815e-28
15.9095	2.48814e-28
16.0767	2.48813e-28
16.2439	2.48812e-28
16.4111	2.48812e-28
16.5783	2.48811e-28
16.7455	2.4881e-28
16.9127	2.4881e-28
17.0799	2.48809e-28
17.2471	2.48808e-28
17.4143	2.48807e-28
17.5815	2.48807e-28
17.7487	2.48806e-28
17.9159	2.48805e-28
18.0831	2.48804e-28
18.2503	2.48804e-28
18.4175	2.48803e-28
18.5847	2.48802e-28
18.7519	2.48803e-28
18.9191	2.48805e-28
19.0863	2.48808e-28
19.2535	2.48811e-28
19.4207	2.48815e-28
19.5879	2.48819e-28
19.7551	2.48823e-28
19.9223	2.48826e-28
20.0895	2.48827e-28
20.2567	2.48827e-28
20.4239	2.48826e-28
20.5911	2.48824e-28
20.7583	2.48822e-28
20.9255	2.48821e-28
21.0927	2.48819e-28
21.2599	2.48816e-28
21.4271	2.48813e-28
21.5943	2.4881e-28
21.7615	2.48805e-28
21.9287	2.48801e-28
22.0959	2.48796e-28
22.2631	2.48791e-28
22.4303	2.48786e-28
22.5975	2.48781e-28
22.7647	2.48776e-28
22.9319	2.48773e-28
23.0991	2.48771e-28
23.2663	2.48769e-28
23.4335	2.48767e-28
23.6007	2.48766e-28
23.7679	2.48765e-28
23.9351	2.48764e-28
24.1023	2.48763e-28
24.2695	2.48762e-28
24.4367	2.4876e-28
24.6039	2.48758e-28
24.7711	2.48757e-28
24.9383	2.48755e-28
25.1055	2.48753e-28
25.2727	2.48752e-28
25.4399	2.4875e-28
25.6071	2.48748e-28
25.7743	2.48745e-28
25.9415	2.48743e-28
26.1087	2.4874e-28
26.2759	2.48738e-28
26.4431	2.48735e-28
26.6103	2.48732e-28
26.7775	2.4873e-28
26.9447	2.48727e-28
27.1119	2.48725e-28
27.2791	2.48723e-28
27.4462	2.4872e-28
27.6135	2.48718e-28
27.7807	2.48716e-28
27.9479	2.48713e-28
28.1151	2.48712e-28
28.2823	2.4871e-28
28.4495	2.48708e-28
28.6166	2.48707e-28
28.7839	2.48705e-28
28.951	2.48704e-28
29.1182	2.48702e-28
29.2854	2.48701e-28
29.4526	2.487e-28
29.6198	2.48699e-28
29.787	2.48699e-28
29.9542	2.48698e-28
30.1214	2.48698e-28
30.2886	2.48698e-28
30.4558	2.48698e-28
30.623	2.48697e-28
30.7902	2.48696e-28
30.9574	2.48696e-28
31.1246	2.48696e-28
31.2918	2.48696e-28
31.459	2.48697e-28
31.6262	2.48697e-28
31.7934	2.48698e-28
31.9606	2.48699e-28
32.1278	2.48701e-28
32.295	2.48701e-28
32.4622	2.48701e-28
32.6294	2.487e-28
32.7966	2.487e-28
32.9638	2.48699e-28
33.131	2.48698e-28
33.2982	2.48697e-28
33.4654	2.48696e-28
33.6326	2.48694e-28
33.7998	2.48692e-28
33.967	2.48691e-28
34.1342	2.48689e-28
34.3014	2.48687e-28
34.4686	2.48685e-28
34.6358	2.48684e-28
34.803	2.48684e-28
34.9702	2.48685e-28
35.1374	2.48686e-28
35.3046	2.48688e-28
35.4718	2.4869e-28
35.639	2.48692e-28
35.8062	2.48695e-28
35.9734	2.48699e-28
36.1406	2.48706e-28
36.3078	2.48714e-28
36.475	2.48722e-28
36.6422	2.48731e-28
36.8094	2.4874e-28
36.9766	2.48749e-28
37.1438	2.48759e-28
37.311	2.48768e-28
37.4782	2.48777e-28
37.6454	2.48784e-28
37.8126	2.4879e-28
37.9798	2.48797e-28
38.147	2.48803e-28
38.3142	2.48808e-28
38.4814	2.48814e-28
38.6486	2.4882e-28
38.8158	2.48824e-28
38.983	2.48828e-28
39.1502	2.48831e-28
39.3174	2.48834e-28
39.4846	2.48837e-28
39.6518	2.4884e-28
39.819	2.48842e-28
39.9862	2.48844e-28
40.1534	2.48846e-28
40.3206	2.48848e-28
40.4878	2.4885e-28
40.655	2.48851e-28
40.8222	2.48853e-28
40.9894	2.48855e-28
41.1566	2.48856e-28
41.3238	2.48857e-28
41.491	2.48859e-28
41.6582	2.4886e-28
41.8254	2.48862e-28
41.9926	2.48863e-28
42.1598	2.48865e-28
42.327	2.48866e-28
42.4942	2.48868e-28
42.6614	2.48869e-28
42.8286	2.48869e-28
42.9958	2.4887e-28
43.163	2.4887e-28
43.3302	2.4887e-28
43.4974	2.4887e-28
43.6646	2.48871e-28
43.8318	2.48871e-28
43.999	2.4887e-28
44.1662	2.4887e-28
44.3334	2.48869e-28
44.5006	2.48868e-28
44.6678	2.48867e-28
44.835	2.48866e-28
45.0022	2.48864e-28
45.1694	2.48863e-28
45.3366	2.48863e-28
45.5038	2.48865e-28
45.671	2.48868e-28
45.8382	2.48871e-28
46.0054	2.48875e-28
46.1726	2.48879e-28
46.3398	2.48883e-28
46.507	2.48887e-28
46.6742	2.48891e-28
46.8414	2.48894e-28
47.0086	2.48896e-28
47.1758	2.48898e-28
47.343	2.489e-28
47.5102	2.48901e-28
47.6774	2.48902e-28
47.8446	2.48903e-28
48.0118	2.48904e-28
48.179	2.48903e-28
48.3462	2.48901e-28
48.5134	2.48897e-28
48.6806	2.48894e-28
48.8478	2.48889e-28
49.015	2.48885e-28
49.1822	2.4888e-28
49.3494	2.48876e-28
49.5166	2.4887e-28
49.6838	2.48863e-28
49.851	2.48855e-28
50.0182	2.48846e-28
50.1854	2.48838e-28
50.3526	2.48829e-28
50.5198	2.48819e-28
50.687	2.4881e-28
50.8542	2.48801e-28
51.0213	2.48794e-28
51.1886	2.48788e-28
51.3558	2.48782e-28
51.523	2.48777e-28
51.6902	2.48772e-28
