2454270.897	0.661	0.017
2454276.534	0.688	0.019
2454276.601	0.699	0.019
2454283.355	0.676	0.020
2454283.422	0.728	0.021
2454283.489	0.727	0.022
2454290.327	0.808	0.026
2454290.373	0.760	0.021
2454290.439	0.805	0.021
2454290.507	0.776	0.020
2454290.574	0.765	0.019
2454297.145	0.768	0.019
2454297.214	0.764	0.020
2454304.033	0.852	0.022
2454304.106	0.836	0.025
2454304.176	0.880	0.033
2454310.941	0.829	0.022
2454311.009	0.841	0.022
2454311.065	0.892	0.030
2454317.956	0.750	0.024
2454318.024	0.756	0.025
2454318.094	0.723	0.032
2456383.991	2.270	0.055
2456384.191	2.130	0.052
2456388.131	1.990	0.046
2456388.198	2.080	0.048
2456392.205	1.880	0.044
2456395.946	1.660	0.039
2456396.013	1.600	0.037
2456400.154	1.530	0.038
2456400.221	1.520	0.038
2456403.905	1.540	0.036
2456408.033	1.520	0.038
2456408.101	1.450	0.039
2456411.638	1.520	0.036
2456411.705	1.520	0.036
2456415.590	1.600	0.039
2456415.657	1.490	0.037
2456419.982	1.570	0.042
2456420.049	1.560	0.043
2456424.121	1.550	0.036
2456424.188	1.560	0.036
2456428.136	1.710	0.040
2456428.193	1.720	0.041
2456431.669	1.680	0.047
2456431.798	1.718	0.029
2456431.940	1.780	0.041
2456432.816	1.670	0.048
2456436.205	1.830	0.042
2456436.271	1.790	0.041
2456437.941	1.790	0.040
2456440.210	1.780	0.043
2456440.277	1.780	0.043
2456443.960	1.770	0.044
2456444.028	1.720	0.045
2456444.216	1.780	0.041
2456444.283	1.730	0.040
2456448.155	1.720	0.040
2456448.225	1.710	0.042
2456452.033	1.670	0.043
2456452.109	1.630	0.044
2456452.163	1.660	0.042
2456453.966	1.610	0.043
2456454.032	1.640	0.044
2456456.035	1.620	0.045
2456456.104	1.630	0.043
2456457.637	1.580	0.036
2456459.521	1.590	0.046
2456459.572	1.570	0.040
2456460.176	1.650	0.042
2456460.246	1.600	0.041
2456461.925	1.620	0.046
2456463.911	1.680	0.040
2456463.978	1.660	0.042
2456465.727	1.660	0.042
2456465.793	1.650	0.045
2456468.184	1.730	0.044
2456468.254	1.750	0.043
2456469.801	1.650	0.040
2456469.872	1.750	0.049
2456471.273	1.790	0.040
2456472.337	1.790	0.044
2456472.400	1.770	0.043
2456472.471	1.770	0.043
2456472.859	1.840	0.041
2456474.467	1.780	0.040
2456474.793	1.950	0.043
2456475.738	1.920	0.050
2456475.805	1.940	0.044
2456476.404	1.900	0.046
2456476.459	1.950	0.057
2456477.194	1.890	0.043
2456478.262	1.880	0.043
2456478.533	1.810	0.041
2456479.863	1.680	0.038
2456480.144	1.810	0.042
2456480.211	1.750	0.040
2456480.534	1.820	0.041
2456481.672	1.700	0.039
2456482.535	1.670	0.038
2456483.601	1.680	0.045
2456483.878	1.680	0.039
2456483.934	1.800	0.045
2456485.212	1.830	0.041
2456486.005	1.920	0.043
2456486.937	1.870	0.044
2456487.004	1.830	0.054
2456487.739	1.910	0.060
2456487.806	1.880	0.059
2456488.207	1.860	0.052
2456488.273	1.970	0.055
2456488.538	1.930	0.053
2456488.605	1.890	0.052
2456490.027	1.950	0.044
2456491.152	2.060	0.046
2456491.877	2.080	0.051
2456491.944	2.100	0.054
2456492.887	2.050	0.045
2456494.081	2.110	0.047
2456494.958	2.110	0.052
2456495.026	2.180	0.056
2456495.749	2.160	0.051
2456495.816	2.180	0.051
2456496.151	2.230	0.049
2456496.551	2.240	0.050
2456497.624	2.320	0.052
2456498.553	2.420	0.059
2456499.700	2.380	0.053
2456501.849	2.550	0.062
2456502.969	2.460	0.054
2456503.380	2.490	0.065
2456503.427	2.450	0.063
2456503.968	2.470	0.059
2456504.034	2.440	0.059
2456505.039	2.390	0.053
2456505.897	2.380	0.061
2456505.965	2.450	0.056
2456507.772	2.570	0.065
2456507.843	2.520	0.055
2456509.247	2.680	0.060
2456509.452	2.720	0.065
2456511.508	2.670	0.059
2456511.711	2.620	0.060
2456515.512	2.790	0.065
2456515.575	2.780	0.068
2456520.186	2.980	0.067
2456520.453	2.990	0.066
2456523.716	2.990	0.066
2456531.859	3.250	0.076
2456531.925	3.180	0.073
2456535.529	3.220	0.072
2456535.596	3.220	0.072
2456539.867	3.040	0.071
2456539.934	3.020	0.070
2456547.543	3.320	0.076
2456547.610	3.320	0.077
2456647.726	2.420	0.049
2456647.780	2.340	0.047
2456666.071	2.290	0.061
2456668.278	2.180	0.060
2456668.468	2.270	0.053
2456670.463	2.380	0.056
2456672.345	2.400	0.055
2456674.067	2.340	0.055
2456676.484	2.460	0.061
2456682.002	2.560	0.059
2456684.349	2.580	0.058
2456690.422	2.380	0.056
2456698.355	2.860	0.064
2456699.558	2.760	0.064
2456702.412	2.790	0.063
2456706.482	2.770	0.064
2456708.223	2.720	0.062
2456710.101	2.600	0.066
2456710.163	2.650	0.068
2456710.632	2.490	0.063
2456711.019	2.480	0.065
2456711.354	2.540	0.069
2456712.088	2.430	0.061
2456713.224	2.500	0.065
2456713.506	2.520	0.064
2456713.954	2.490	0.066
2456714.221	2.360	0.061
2456714.506	2.420	0.064
2456715.038	2.440	0.064
2456715.638	2.420	0.063
2456717.034	2.340	0.061
2456718.363	2.170	0.054
2456718.633	2.060	0.055
2456719.706	2.170	0.055
2456720.096	2.070	0.057
2456720.371	2.110	0.053
2456720.633	2.110	0.056
