1620	0.0183641
1670	0.0206383
1720	0.0232875
1770	0.0265538
1820	0.0304103
1870	0.0354527
1920	0.0420102
1970	0.049654
2020	0.0601274
2070	0.0748454
2120	0.0964542
2170	0.127023
2220	0.16819
2270	0.221461
2320	0.281096
2370	0.336857
2420	0.37856
2470	0.399997
2520	0.40396
2570	0.396886
2620	0.383556
2670	0.366288
2720	0.345177
2770	0.319201
2820	0.289018
2870	0.255359
2920	0.220563
2970	0.186158
3020	0.155084
3070	0.127883
3120	0.105521
3170	0.087094
3220	0.0706063
3270	0.0589818
3320	0.0496594
3370	0.0421748
3420	0.0361717
3470	0.0312908
3520	0.027272
3570	0.0238848
3620	0.0211367
3670	0.018783
3720	0.016807
3770	0.0151271
3820	0.0136064
3870	0.0123892
3920	0.0112712
